Name,Brand,Price,Discount,Image_Link,Rating,Number of Ratings,Reviews,Current Views,Description
Solid Rolled Short Sleeve Tee,SKU: RTSH170309118,US$7.00,NULL,https://img.shein.com/images/shein.com/201704/49/14916170983385689530_thumbnail_900x1199.webp,None,9999+ Reviews,"[['', 'Great basic white tee! I got a M because I wanted a looser comfortable fit. The material feels soft and it’s not see-through. This is perfect for the summer! You can wear it just as it is, you can tuck it into shorts or jeans, or you can also tie it into a knot in the front. All cute basic outfit ideas!', 'None'], ['', 'The fit is good and the material is nice and soft and stretchy. My breasts are a little big and the shirt was tight around my chest area. Other than that I like.', 'None'], ['', 'i am aware that i look like someone’s aunt :( i ordered a large so i could tuck it in easier [i couldn’t :( i think it would’ve been the same even if i ordered a medium] also whoever said it wasn’t see through is a phat liar i suggest you wear a black or nude bra bc i tried to wear pink and then a different white one and holy heck you could see them both clearly', 'None']]",9999+ Reviews,"Get back to the basics with this knit tee featuring a scoop neck, short sleeves with rolled cuffs, and dropped shoulders. What’s great about this cute yet comfortable tee is it’s seasonless appeal. Pair with joggers and white sneakers to create a stylish, athleisure look."
SHEIN Drop Shoulder Figure Graphic Longline Tee,SKU: swtee07200610596,US$12.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/29/159339684650655be9af3c0b7db4d3f922165d927b_thumbnail_900x.webp,None,4412 Reviews,"[['', 'Even my Grandma loved it. Go a size down it’s really big usually i’m a large but i got a medium and it’s still oversized!', 'None'], ['', 'This shirt needs to go on your Must Have List! It is cute and comfy. You can style it many ways! I cant wait to wear it out!', 'None'], ['', 'Love this top! It is very oversized but pairing with biker shorts was my idea so it works perfect! The material is more athletic than you would think but it’s really nice! I am 5’4 and 130lbs.', 'None']]",4412 Reviews,"Style: Casual
Color: Dusty Pink
Pattern Type: Figure
Neckline: Round Neck
Length: Long
Sleeve Length: Three Quarter Length Sleeve
Sleeve Type: Drop Shoulder
Season: Spring/Summer
Composition: 95% Cotton, 5% Spandex
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Figure & Slogan Oversized Tee,SKU: swtee00200515849,US$13.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/28/15906472737cec502de5382a57d7690bb8e0ec0c61_thumbnail_900x.webp,None,1658 Reviews,"[['', 'I WILL BE DOING A VIDEO ON THE CLOTHES I BROUGHT FEOM SHIEN!!!! 🦋ITS AN ORIGINAL IDEA🦋 I’m doing ‘omighty dupes’ so please check me out and subscribe if you enjoy my content!! 🥳🧚🏽\u200d♀️🎉💓 @ marah fitzgerald on YouTube x (ignore the weight and stuff I’ll explain in my video my sizes and stuff)', 'None'], ['', 'It’s really cute but it’s really thin and the picture isn’t that vibrant', 'None'], ['', 'Is true to size if the oversized fit is what you are looking for shame there isn’t an XS to make it a ‘normal fitting’ tee for people who are already a S but it still fits really nice. Good quality and nice print. I’m 4’10 and size 34DD (UK Bra sizing) and S has plenty of room also quite long.', 'None']]",1658 Reviews,"Style: Casual
Color: Black
Pattern Type: Figure, Slogan
Neckline: Round Neck
Length: Long
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 65% Cotton, 35% Polyester
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Half Popper Rib-knit Tee,SKU: swtee23200708467,US$8.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/07/13/1594627934bd93974fc68774d7c319a58ef4bb0e82_thumbnail_900x.webp,4.6,NEW,"[['', 'Just order a size up or if you got a muffin top im saving y’all the money cause sis I was looking like the pilsberry dough boy 😭😭😭', '4.6'], ['', 'It’s cropped so I got a medium I would of gotten a large Bc it’s cropped but super cute 💖', '4.6'], ['', 'reminds me of brandy', '4.6']]",NEW,"Style: Casual
Color: Green
Pattern Type: Plain
Neckline: Round Neck
Length: Crop
Details: Rib-Knit
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 100% Cotton
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Slim Fit
Placket Type: Half Placket"
Letter And Car Graphic Tee,SKU: swtee03200512470,US$10.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/12/15892722565c34166bdebf3a7a86d0cd920785f4c8_thumbnail_900x.webp,4.8,247 Reviews,"[['', 'Very cute just like picture, I ordered a size large to fit oversized and it fits like medium recommend ordering 2 sizes up if you want the oversized look.', '4.8'], ['', 'Keep in mind that this shirt isn’t oversized, so if you want an oversized fit size up!! The graphic is amazing and the material is really soft. I usually get a medium but I got an XL because I wanted an oversized fit and I read the shirt was regular size. However, the shirt fits like a long. For reference, I’m 5’4 and the shirt rests right at the top of my hips. It’s a great shirt though and it’s good quality!', '4.8'], ['', 'got this shirt to match my new jordans goes with it perfect & fits nice', '4.8']]",247 Reviews,"Style: Casual
Color: Black
Pattern Type: Letter, Graphic
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 97% Polyester, 3% Spandex
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
Lightning Print Oversized Tee,SKU: swtee04200402549,US$7.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/20/15873492498dfdb7b3fa29ec67c8824283fbd8499f_thumbnail_900x.webp,4.8,1484 Reviews,"[['', 'SIZE DOWN!!!!!!! i got a small & fit me great, if you want it extremely oversized then you can just get your normal size, but this small feels like a large// go checkout my tiktok lol @skylerrosser for the video', '4.8'], ['', 'It’s has a different material than u think. For the rest everything is perfect', '4.8'], ['', 'super cute and nice material this is a small and it fits my dad 😂', '4.8']]",1484 Reviews,"Style: Casual
Color: White
Pattern Type: Geometric
Neckline: Round Neck
Length: Long
Sleeve Length: Short Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 100% Polyester
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Letter Graphic Oversized Tee,SKU: swtee03200303602,US$13.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/03/03/1583222870423a08fbba41daa64b6497a1b9dca1d0_thumbnail_900x.webp,None,4138 Reviews,"[['', 'it’s an oversized tee so DEFINITELY size down I would have been good w/ an XS but it’s super cute', 'None'], ['', 'This definitely was oversized! It had a thin material (not see through) and the graphic is paper feeling. I still love and recommend this!', 'None'], ['', 'Just like the picture and good materialistic , but the logo isn’t centered on mine. Also don’t dry, even on delicate, because it will shrink.', 'None']]",4138 Reviews,"Style: Casual
Color: Grey
Pattern Type: Letter
Neckline: Round Neck
Length: Long
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 100% Cotton
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Round Neck Solid Tee,SKU: swtee00200106641,US$9.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/01/06/157830980509ab7835a8325cd0c34817e366ea6ffc_thumbnail_900x.webp,None,1463 Reviews,"[['', 'Awesome cropped tee! I want more! Sizing is perfect for me. Very comfortable. Its not loose fitting as it might appear in the model photo. I want more colours of this shirt.', 'None'], ['', 'Would size up if your looking for a loose fit', 'None'], ['', 'The shirt is very cropped but it is still really good! It fits me super well.', 'None']]",1463 Reviews,"Style: Basics
Color: Black
Pattern Type: Plain
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 65% Cotton, 35% Polyester
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers
Lining: No"
SHEIN Round Neck Graphic Print Tee,SKU: swtee07200421936,US$8.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/21/15874742543409136e802c78fd1bacce4ff1b991e6_thumbnail_900x.webp,4.9,2096 Reviews,"[['', 'I’m just trying to get my points😂... but umm it’s cute!', '4.9'], ['', 'TRUE REVIEW: THIS SHIRT IS A 10/10 RECOMMEND. IT IS exactly like the picture and the texture is EXTREMELY SOFT. The picture is literally perfect and clear and it’s amazing.', '4.9'], ['', 'AMAZING. This tee is perfect if you want cute cheap streetwear that is still fashionable. Got a L to get that nice oversized look. In love. Message me on IG for more info @annefignole', '4.9']]",2096 Reviews,"Style: Casual
Color: White
Pattern Type: Graphic, Slogan
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 95% Polyester, 5% Spandex
Material: Polyester
Fabric: Non-stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
California Dreams Graphic Tee,SKU: swtee00190613911,US$9.00,NULL,https://img.ltwebstatic.com/images2_pi/2019/07/01/1561969633939658050_thumbnail_900x1199.webp,None,5330 Reviews,"[['', 'Very comfy, weird nice material :)', 'None'], ['', 'New fav T-shirt', 'None'], ['', 'so comfy and cute to go out or to be comfy in', 'None']]",5330 Reviews,"A knit T-shirt dress featuring front car and palm trees graphics with “California Dreams” text, a crew neck, dropped shoulders, and short sleeves. This casual yet cute T-shirt can be dressed up or down. Complete the look by pairing this tee with fishnet tights, jean shorts, white booties, and a fedora hat."
Butterfly And Letter Graphic Oversized Tee,SKU: swtee02200302272,US$17.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/03/06/15834628473c8ec9ede5f7b9a755715de3fb27818c_thumbnail_900x.webp,None,9999+ Reviews,"[['', 'super cute! it’s very oversized like it’s named so size down if you don’t want it super loose.', 'None'], ['', 'Love the tshirts you can wear it so many different ways 😍😍', 'None'], ['', 'supper cute! it fits well, i have a bigger chest so I ordered a large and it was still oversized but not too big either. I love it!', 'None']]",9999+ Reviews,"Style: Casual
Color: Beige
Pattern Type: Letter, Animal
Neckline: Round Neck
Length: Long
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 65% Cotton, 30% Polyester, 5% Spandex
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
SHEIN Tie Dye Oversized Longline Tee,SKU: swtee07200609968,US$11.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/07/01/1593569034a36811533506179e8596b1e252c55467_thumbnail_900x.webp,4.7,47 Reviews,"[['', 'I normally order medium in tops but since it said it was oversized I sized down to a small. It’s still quite big and oversized. It’s almost like a xl shirt on me. I still love it though. The material is thicker like a normal t shirt.', '4.7'], ['', 'Great material! I got a large for an oversized fit', '4.7'], ['', 'I honestly purchased this to sleep in. So ordered my usual size large. But would have ordered a medium if I would wear as an outfit So it wouldn’t be too oversized', '4.7']]",47 Reviews,"Style: Casual
Color: Black and White
Pattern Type: Tie Dye
Neckline: Round Neck
Length: Long
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Spring/Summer
Composition: 95% Cotton, 5% Spandex
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Graffiti Print Dropped Shoulder Tee,SKU: swtee04200429297,US$13.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/20/1589968924aaaf087f981c30c212a8b5db9088a02f_thumbnail_900x.webp,4.8,792 Reviews,"[['', 'This shirt is so flattering when you get it oversized, it screams Billie eilish vibes.', '4.8'], ['', 'Nooo it’s see through', '4.8'], ['', 'Recommend, really cute. Size down', '4.8']]",792 Reviews,"Make a statement in this knit tee featuring a graffiti print, a crew neck, dropped shoulders, and short sleeves. Pair this oversized T-shirt with checkered print biker shorts, a fanny pack, and sneakers to complete the edgy, athleisure look."
Drop Shoulder Letter Graphic Tee,SKU: swtee04200430779,US$8.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/20/1589968947bc2213ff3ae41e3daedfd9d7a25fd724_thumbnail_900x.webp,4.8,342 Reviews,"[['', 'Very cute it was over sized like it listed and I got an extra small and was still very big but overall cute and loved it the material of the shirt is like a silk', '4.8'], ['', 'Definitely what I expected', '4.8'], ['', 'It’s very cute material is very breathable. XS fits big. so i recommend if you normally wear a m or l to just buy xs.', '4.8']]",342 Reviews,"Style: Casual
Color: Black
Pattern Type: Letter
Neckline: Round Neck
Length: Long
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 95% Polyester, 5% Spandex
Material: Polyester
Fabric: High Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Leopard And Figure Graphic Tee,SKU: swtee03200408456,US$8.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/15/1586924381f00b8fddb97e590ad90a52e5e07e7d63_thumbnail_900x.webp,4.9,1518 Reviews,"[['', 'Happy with t shirt, great fit', '4.9'], ['', 'Such a cute top! It’s super soft and comfy. I love it with these leopard biker shorts also from SHEIN', '4.9'], ['', 'take one size smaller and never ever wash this material with anything else even whites .. it goes yellow 😔', '4.9']]",1518 Reviews,"Style: Casual
Color: White
Pattern Type: Figure, Leopard
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 95% Polyester, 5% Spandex
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
Slogan & Coconuts Tree Print Tee,SKU: swtee00200408099,US$10.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/08/15863440663eb41c1ded3e60e93c24d32c9f11d8c5_thumbnail_900x.webp,4.8,280 Reviews,"[['', 'i just want shein points, but you should definitely buy this it’s great', '4.8'], ['', 'I don’t know if this was supposed to be fitted or not but this is kinda big. Not too big... but if you want the fitted look then you should size down.', '4.8'], ['', 'Love this shirt!', '4.8']]",280 Reviews,"Style: Casual
Color: White
Pattern Type: Letter, Tropical
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 30% Cotton, 65% Polyester, 5% Spandex
Material: Cotton Blends
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
Butterfly & Letter Graphic Oversized Tee,SKU: swtee03200527804,US$11.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/15/1592187067f9220bac477a335ae05be1ceaa3e031b_thumbnail_900x.webp,4.8,738 Reviews,"[['', 'Really good. The print wasn’t the best and is easy to come off.', '4.8'], ['', 'love this loads favourite oversized tee ive got. the material is not as comfy as some others but it is not thin like the others so thats a plus. its simple but its beautiful i wil be wearing this a lot.', '4.8'], ['', 'i got a Large cuz i love baggy shirts and it’s the best :D', '4.8']]",738 Reviews,"Style: Casual
Color: Black
Pattern Type: Letter, Animal
Neckline: Round Neck
Length: Long
Sleeve Length: Short Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 100% Polyester
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Letter & Heart Graphic Oversized Tee,SKU: swtee04200420872,US$12.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/05/20/1589954786808537d4ae2d8dee4400e7a1f3b658a8_thumbnail_900x.webp,4.8,953 Reviews,"[['', 'really cute graphic but it just doesn’t look good on me lol. this is a xs and im 5’5 so its super oversized. but if u can rock big tees this would be cute', '4.8'], ['', 'Get ur normal size and size down if u want it to not be huge. It’s big but I love big tshirts. Definitely should’ve gotten small but I think it was sold out in small when I bought it. The colors are popping in person', '4.8'], ['', 'I love it so much but it’s too big ): i was hoping to get a smaller size but every time i look they’re sold out !!', '4.8']]",953 Reviews,"Style: Casual
Color: White
Pattern Type: Letter, Heart
Neckline: Round Neck
Length: Long
Sleeve Length: Short Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 95% Polyester, 5% Spandex
Material: Polyester
Fabric: High Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
SHEIN Black Lives Matter Slogan Graphic Tee,SKU: swtee07200620673,US$9.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/07/03/1593745710891c7cdfbcd582493b6a432c749cb0f0_thumbnail_900x.webp,4.8,76 Reviews,"[['', 'Happy to make Racist mad', '4.8'], ['', 'the texture isn’t cotton but it’s cute can’t wait to see people faces in the gym when i wear it :)', '4.8'], ['', 'love tht is had the different skin tones but hate tht it’s small if u want go up a size or 2 but the shirt is nice quality & the writing is made into the shirt', '4.8']]",76 Reviews,"This solid crew neck tee features ""Black Lives Matter"" in an ombre text graphic. 100% of the proceeds from these SHEIN Together tees will be donated to various organizations in support of Black Lives Matter."
Hokusai Kanagawa vector Graphic Tee,SKU: rtsh171225153,US$8.00,NULL,https://img.ltwebstatic.com/images2_pi/2019/07/25/15640447194187763502_thumbnail_900x1199.webp,None,7936 Reviews,"[['', 'Oh god. I’m so happy that this isn’t see through. It’s actually not see through at all! The graphic is so cute, it looks exactly like the photo. I’m usually size small or medium but I sized up because I like oversized stuff but it’s actually not even that big, it fits perfectly to me so I highly highly recommend sizing up one or if u want it kinda big 2 sizes up. I really needed a white tshirt and this is perfect!', 'None'], ['', 'Bacanisimo una vaina bien!! Me gusta que no se transparente y que es suave. Cómprenla, les puede servir para casi todo outfit', 'None'], ['', 'really good quality, love this! the design is so pretty, really happy with it!', 'None']]",7936 Reviews,"A knit tee featuring a front sketch graphic of The Great Wave off Kanagawa by Hokusai, a crew neck, and dropped short sleeves. Complete the look by pairing the T-shirt with high-rise jeans, open-toe heels, and zip-up hoodies."
Drop Shoulder Graphic Print Tee,SKU: swtee00200519546,US$14.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/11/159187190997c960bed5d308f7355d6524c2944b91_thumbnail_900x.webp,5.0,89 Reviews,"[['', 'the shirt is really good quality and not see through. the print is so much nicer than expected. it’s like good quality print, not the plasticy type that cracks and feels like it’s going to fall off. this is like the nice type of print. the sleeves go a bit far down but it’s ok. this also came like super fast. it came on june 23 and was meant to come on july 1', '5.0'], ['', 'It’s a bit oversized and the sleeves are long but a reallly cute tee overall', '5.0'], ['', 'I liked it but the stitching was orange instead of white and it was a bit flimsy. I personally like when my oversized T-shirt’s have structure', '5.0']]",89 Reviews,"Style: Casual
Color: Black
Pattern Type: Halloween
Neckline: Round Neck
Length: Long
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 65% Cotton, 35% Polyester
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
SHEIN Floral Embroidery Tee,SKU: swtee07200409491,US$9.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/04/20/1587375569523c240cf69f1ec7505932d51cd8b93b_thumbnail_900x.webp,None,2198 Reviews,"[['', 'I ordered an XL because the Chinese sizes are a bit smaller than the European sizes, and I am usually a medium-large. The shirt feels like an XL. The material is lightweight, but not too much, it’s a small bit see-through but not very. The designs feel like they are nice quality on the T-shirt, but haven’t washed it yet. Overall pretty happy with the shirt. The order took around 3 weeks to ship.', 'None'], ['', 'I really liked this shirt !! It was so comfy and the fabric is stretchy too . Very cute & very comfortable to wear out :))', 'None'], ['', 'عجبني قماشه حلو ونفس الصورة خذوا مقاسكم لايك اذا استفدتي😍👍🏻', 'None']]",2198 Reviews,"Style: Casual
Color: Green
Pattern Type: Floral
Neckline: Round Neck
Length: Regular
Details: Embroidery
Sleeve Length: Short Sleeve
Sleeve Type: Regular Sleeve
Season: Summer
Composition: 95% Cotton, 5% Spandex
Material: Cotton
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
Sun & Letter Graphic Oversized Tee,SKU: swtee03200528142,US$11.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/06/10/15917902338b741c7c96589f13bab84ac774862576_thumbnail_900x.webp,4.9,61 Reviews,"[['', 'Super cute and soft. I wear this all the time to bed or to the beach. I’m 5’3 and a small fits oversized.', '4.9'], ['', 'Les recomiendo que se compren la s', '4.9'], ['', 'I love this shirt! Definitely would recommend for people to get.', '4.9']]",61 Reviews,"Style: Casual
Color: Black
Pattern Type: Letter, Graphic
Neckline: Round Neck
Length: Long
Sleeve Length: Half Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 35% Cotton, 65% Polyester
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Oversized
Placket Type: Pullovers"
Bubblegum Mona Lisa Graphic Tee,SKU: swtee01190807138,US$9.00,NULL,https://img.ltwebstatic.com/images2_pi/2019/08/27/15668946632574725940_thumbnail_900x1199.webp,None,9999+ Reviews,"[['', 'Runs VERRY small. I’m usually a medium and got a size XL for it to be an oversized T-shirt paired with black leggings, but it fit like a bigger medium, but not quite a large. Still veryyy cute though!', 'None'], ['', 'Absolutely love this shirt !', 'None'], ['', 'This Is One Of My Favorite Shifts . Very Comfortable And True To Size .', 'None']]",9999+ Reviews,"Make a statement with this knit tee featuring a front graphic of the Mona Lisa painting blowing a bubblegum bubble, a crew neck, dropped shoulders, and short sleeves. A cute yet casual tee that can be worn in any season. Complete the look by wearing a faux leather moto jacket and skinny jeans."
SHEIN Men Tie Dye Letter & Gesture Graphic Tee,SKU: smtop07190506360,US$13.00,NULL,https://img.ltwebstatic.com/images2_pi/2019/05/06/15571102921338990046_thumbnail_900x1199.webp,None,2589 Reviews,"[['', 'Loved this shirt even though it’s a men’s lol ( I was looking for a t shirt. It’s not a cotton material like a normal t shirt but it’s still soft. It’s not actually the dyed but it’s printed on because the inside is just white. Still good quality and i like it', 'None'], ['', 'fits well and the material is good..soft and comfy', 'None'], ['', 'Love the T-shirt , extremely comfortable', 'None']]",2589 Reviews,"Style: Vacation
Color: Multicolor
Pattern Type: Figure, Tie Dye
Neckline: Round Neck
Length: Regular
Sleeve Length: Short Sleeve
Season: Summer
Composition: 95% Polyester, 5% Spandex
Fabric: Slight Stretch
Fit Type: Regular Fit
Placket Type: Pullovers"
SHEIN Letter Graphic Drop Shoulder Tee,SKU: swtee07200619921,US$8.00,NULL,https://img.ltwebstatic.com/images3_pi/2020/07/01/159357904411ad89b9953215e2db985374b4cd2bf4_thumbnail_900x.webp,4.9,329 Reviews,"[['', 'Just like the pic and cute', '4.9'], ['', 'nice', '4.9'], ['', 'so nice. love this alot really comfy great material 10 out of 10', '4.9']]",329 Reviews,"Style: Casual
Color: White
Pattern Type: Letter
Neckline: Round Neck
Length: Crop
Sleeve Length: Short Sleeve
Sleeve Type: Drop Shoulder
Season: Summer
Composition: 95.2% Polyester, 4.8% Spandex
Material: Polyester
Fabric: Slight Stretch
Sheer: No
Fit Type: Regular Fit
Placket Type: Pullovers"
SHEIN Paris Graphic Short Sleeve Tee,SKU: tee181128702,US$9.00,NULL,https://img.ltwebstatic.com/images2_pi/2018/12/07/15441681563743999692_thumbnail_900x1199.webp,None,9999+ Reviews,"[['', 'its a good shirt to wear. it is comfy, good material, love the color and matches with every outfit.', 'None'], ['', 'My first order with SHEIN and dint need to send a single item back! My order arrived to the UK a week and a half earlier than expected and delivered with Royal Mail! Just make sure to read reviews! This top is amazing quality I’m an Xs I wanted it to be more oversized so got a small, could’ve done with a medium but that’s just for how I want to style it! It’s suchhhhh good quality genuinely love this and the colour is beaut! 10/10.', 'None'], ['', 'Wow the fabric is amazing. Very cool and stretchy. Like f21, zara, and h&m quality. I DO RECOMMEND!!', 'None']]",9999+ Reviews,"A knit tee featuring front “C’EST LA VIE” and “Paris” text graphic, a crew neck, short sleeves, and a longline fit. Dress up this casual T-shirt with a leopard print wrap skirt, booties, a light cardigan, and a fedora hat. Don’t forget to show us the look you create by tagging us on Instagram!"
